titulo,descricao,status,data,sentimento,falta_luz_status
Não consigo redefinir a senha.,"Fiz inúmeros contatos através do call-center da light pedindo o reset do cadastro.Sempre com o prazo de reset de 24h, mas na",,2024-01-31,Neutro,normal
2 dias sem luz,Neste domingo dia 28/01/2024. O fio do poste foi partido devido ao temporal. estou sem luz a 2 dias ligando e nada. criança em cas,Respondida,2024-01-30,Neutro,falta de luz
Erro na cobrança de conta.,Desde que liguei meu medidor sempre paguei todas as contas porém descobri que minha Fatura digital está errada ou seja está com me,,2024-01-30,Neutro,normal
FALTA DE RESPEITO,Gostaria de expressar a minha INDIGNAÇÃO com relação a postura da Ouvidoria da Light. Todos sabem o transtorno que os moradores da,Respondida,2024-01-30,Neutro,falta de luz
Sem luz há mais de 12h,"Estou sem luz há mais de 12h. Meu último atendimento foi com Wesley, extremamente despreparado e mal educado. Me interrompendo vár",Respondida,2024-01-30,Neutro,falta de luz
Cancelaram o meu contrato,"Fui pedir para mudar a data do vencimento do meu contrato, e pra minha surpresa, fui informado pela atendente que o meu contrato f",Respondida,2024-01-30,Neutro,normal
Descaso sem luz,"Desde o dia 25/01/24 abri uma solicitação de falta de energia na minha residencial pelo código do cliente*******, pelo protocolo**",Respondida,2024-01-30,Neutro,falta de luz
air fryer com defeito,"Realizamos o pedido junto a Light para troca do relógio para energia solar. no dia 16 de dezembro, no entanto a LIGHT não compare",Respondida,2024-01-30,Negativo,normal
Solicitação Não Atendida - Carta de Anuência,"Prezados, boa noite!Gostaria de deixar registrada minha insatisfação quanto à solicitação da carta de anuência solicit",Respondida,2024-01-30,Neutro,normal
Falta de Luz Ilha do governador (1),Falta de luz Estou tendo falta de luz frequente no meu bairro.Irei registrar uma reclamação para cada falta de luz.,Respondida,2024-01-30,Negativo,falta de luz
MAU-CARATISMO DO FUNCIONÁRIO,"Boa noite, prezados.Não é de hoje que solicito o aumento de carga da minha residência a vocês e sempre escuto a mesma",Respondida,2024-01-30,Neutro,normal
COBRANÇA [Editado pelo Reclame Aqui],"Em 25/11/2023 paguei conta q vencia em 27/11/2023 através de PIX, e essa conta consta em aberto na light.",Respondida,2024-01-30,Neutro,normal
Aumento de carga padrão trifásico,"Tentei realizar a solicitação do aumento de carga no dia 20 janeiro pela agência virtual, porém não conseguir devido a instabilida",Respondida,2024-01-30,Negativo,normal
Conta muito alta,"Minha conta está vindo com um valor extremamente absurdo. Meu consumo é pouco,a minha casa é pequena moro sozinha, não tenho ch",Respondida,2024-01-30,Neutro,normal
Meses com problema de energia,"Estou a meses com problema na minha energia. Depois de um transformado pegar foto, mudaram o fio da minha casa para outr transform",Respondida,2024-01-30,Neutro,normal
SERASA,VENHO FAZER UMA RECLAMAÇÃO COM A LIGHT. POR FALTA DE CREDIBILIDADE E HONESTIDADE COM NÓS CONSUMIDORES. TENHO DUAS DIV,Respondida,2024-01-30,Neutro,normal
Falta de energia,No dia 28/01/24 teve falta de energia na minha rua metade da rua com luz e a outra metade sem voltou por volta de meia noite.( A l,Respondida,2024-01-30,Positivo,falta de luz
Abuso,"Hoje, 29/01/2024 por volta das 09:00h esteve na minha rua uma equipe da light no veículo caminhão placa ******* a qual mexia no po",Respondida,2024-01-30,Positivo,normal
Conta de luz absolutamente absurda de caro.,Boa tarde! Moro nessa residência desde abril de 2021. Desta mesma data ate novembro a de 2023 nunca paguei uma conta de energia ma,Respondida,2024-01-30,Neutro,normal
Light na Ilha do Governador ..um Horror!!!!,"Ficamos sem energia hoje por cerca de 10 horas na Praia da Bandeira 563. Trabalho em homeofice, tenho uma mãe idosa (84 anos) e hi",,2024-01-30,Neutro,normal
Sem energia,"Estamos sem energia no prédio inteiro desde a data de ontem, 28/01/2024.Hoje, 29/02/2024; às 17H12, continuamos sem energia",,2024-01-30,Negativo,falta de luz
A light cortou minha luz indevidamente.,A light cortou a eletricidade da minha residência sem chamar no portão para ver se a conta já avisa sendo paga. Quando a luz foi c,Respondida,2024-01-30,Negativo,normal
Desvio de luz e cobrança abusiva!,"Há algum tempo percebo o aumento de minha luz e que sempre que meu vizinho do andar de cima liga o chuveiro ou ar condicionado, po",Respondida,2024-01-30,Negativo,normal
Desta vez não é uma reclamação mas uma solicitação.,Quando entramos em contato com a light via WhatsApp não existe a opção de falta de fase então temos que registrar falta de luz o q,,2024-01-30,Neutro,normal
EXPLOSÃO DE BUEIRO LIGHT CAUSA TRANSTORNOS,Reclamo pela explosão e falta de manutenção nos bueiros da Light aqui em Copacabana. Ontem mais um bueiro explodiu aqui na Figueir,Respondida,2024-01-30,Neutro,normal
Pagamento em duplicidade,No mês de dez/2023 paguei a conta 2 x. Não recebi o estorno e também não recebi a conta de janeiro para pagar.,Respondida,2024-01-30,Negativo,normal
"PEDIDO FEITO, PAGO E ENCOMENDA NÃO ENVIADA","Conforme propaganda existente na Internet e pedido de um ventilador feito e pago, conforme comprovantes anexos, não houve envio da",Não respondida,2024-01-30,Negativo,normal
CARTA DE ANUÊNCIA,"Prezados, boa tarde. Gostaria de solicitar a vocês uma carta de anuência do protesto que está em meu nome, mas que eu mesma já liq",Respondida,2024-01-30,Neutro,normal
As árvores da rua não são podadas há alguns anos,"Por não ser realizada a poda nas árvores localizadas na calçada da rua há uns anos, as mesmas estão imensas dominam fiação elétric",Respondida,2024-01-30,Neutro,normal
Light ignora pedidos de reparo,"Desde quinta-feira, dia 24 de janeiro, já fiz 3 pedidos de reparo na queda de fase da energia em minha residência, que me impede d",,2024-01-30,Neutro,normal
Preciso alterar o email,"A antiga titular da conta faleceu e eu preciso pegar a segunda via de uma conta e também passar para meu nome, mas para isso preci",Respondida,2024-01-30,Neutro,normal
PARCELAMENTO SEM AUTORIZAÇÃO,"A FORNECEDORA DE ENERGIA LIGHT AUMENTOU MUITO O VALOR DA MINHA CONTA DE ENERGIA NOS MESES DE JANEIRO E FEVEREIRO, MINHA CASA SÓ",Respondida,2024-01-30,Neutro,falta de luz
Parcelamento não cobrado na conta,"Fiz um parcelamento no dia 29/12/2023 de um débito no meu apartamento, realizei o pagamento de 40% da divida no ato e parcelei o r",Respondida,2024-01-30,Negativo,normal
Não consigo emitir fatura,Tenho uma conta com valor inferior a 5 reais ( saldo remanescente) do fechamento de uma titularidade. Mudei de cidade e não,Respondida,2024-01-30,Negativo,normal
Corte de energia elétrica,Venho aqui mais uma vez reclamar da Light.Tive a luz cortada hoje dia 29/01/2024. A conta venceu dia 08/01/2024 e estava com,,2024-01-30,Neutro,normal
NÃO CONSIGO PAGAR CONTA SITE NAO FUNCIONA,Não consigo Vou comprar aqui de outra pessoa para ver se vai conta da LIGHTO APLICATIVO NÃO FUNCIONAO SITE NÃO ABRE,,2024-01-30,Neutro,normal
reclamacao de instalacao de relogio,"Venho aqui fazer uma reclamacao e deixar minha indguinacao pois estou tendo um problema com a light ,pois fiz um pedido para coloc",Respondida,2024-01-30,Neutro,normal
Troca de titularidade,Boa tarde aluguei um imóvel fiz o contrato de locação fiz o pedido pela agência virtual da light no dia 26/01/2024 com o protocolo,,2024-01-30,Negativo,normal
Ligação Nova - Sem luz desde o dia 18 de janeiro,"Prezados,Venho manifestar minha insatisfação com a prestação de serviços da Light desde o dia 17 de janeiro. Realizei a solicitaçã",,2024-01-30,Neutro,falta de luz
Endereço cadastrado errado e a empresa se nega a retificar o erro,"Há pelo menos 30 anos, o endereço cadastrado da minha conta de luz está como ""Fundos"", porém a minha casa é a da frente.",Respondida,2024-01-30,Neutro,normal
Cobrança [Editado pelo Reclame Aqui] ( Casa Sem Poste e Relógio),"Venho através dessa informar que a residência está sem relógio e sem poste e mesmo assim a Light está enviando Faturas, Boletos e",Respondida,2024-01-30,Neutro,falta de luz
Cobrança na porta,"A light envia cobradores na nossa residência sendo que já avisado por e-mail, telefone,a data de pagamento,está causando muito con",,2024-01-30,Neutro,normal
Conta de energia vindo o dobro ligo e ninguém resolve,Meu consumo de energia gira em torno de 230 kWh e minha conta sem nenhum motivo aparente subiu para 430 kWh sem ter nenhum gasto,Respondida,2024-01-30,Neutro,normal
Consumidor solar Robson sendo prejudicado,"A concessionária Light está cada vez mais negligente com seus serviços prestados, prejudicando o cliente solar Robson Lacerda, uma",Respondida,2024-01-30,Neutro,normal
Consumidor solar Sebastião Leite sendo prejudicado,A concessionária Light está cada vez mais negligente com seus serviços e atendimentos e vem prejudicando diariamente os clientes s,Respondida,2024-01-30,Neutro,normal
Solicitação de Carta de Anuência,"Preciso dar baixa em um protesto da Light no 3 Cartório de Protestos do RJ. Entrei no portal do cliente, porém não existe opção pa",,2024-01-30,Negativo,normal
Aniversário de um ano de falta de luz na casa da minha mãe!!!,"Estou comemorando aniversário de um ano de falta de luz na casa da minha mãe, vou comprar um bolo para comerar a GRANDE DATA, vou",,2024-01-30,Neutro,falta de luz
Cobrança [Editado pelo Reclame Aqui],"Em 04/12/2023 fui informado por funcionários em minha residência que tinha uma conta em aberto no valor de R$31.042,02 referente a",Respondida,2024-01-30,Negativo,normal
Troca de titularidade,"Não consigo acesso, nem obtive resposta sobre minha solicitação de troca de titularidade de conta. Essa troca realizava a mudança",Respondida,2024-01-30,Neutro,normal
Não transferiu créditos de microgeração após período de dois ciclos.,"Prezados, bom dia.Informamos que o rateio não foi executado na fatura deste mês, conforme foi informado poela Light. T",,2024-01-30,Neutro,normal
Prazo de vistoria para instalação de energia solar expirado.,"Prezados, bom dia!No dia 17/01/2024 foi solicitada pelo engenheiro do projeto a vistoria da Light em minha residência",Respondida,2024-01-30,Neutro,normal
SENHA DA LIGHT MUITO COMPLICADA,"Estou tentando acessar o APP já tem quase 20 dias e não funciona, tentei acessar a agencia virtual, pede senha tentei recuperar e",Respondida,2024-01-30,Neutro,normal
Cobrança [Editado pelo Reclame Aqui],"Tendo em vista que a dívida já foi paga, pelo Programa Desenrola Brasil do Governo Federal e que já expirou o prazo para a retirad",,2024-01-30,Neutro,normal
Débitos inexistentes,"No mês de março recebi além da conta do mês de fevereiro , outra conta no valor de R$ 104,26, referente ao mês de janeiro. Uma fat",Respondida,2024-01-30,Negativo,normal
Ritmo de Festa!!!!,"Bom, mais uma vez no escuro!Após a compra de um apartamento, fui até a empresa Light (deveria chamar Dark) no dia 20/",Respondida,2024-01-30,Negativo,normal
Pagamento duplicado,Fiz um pagamento duplicado pra light.uma fatura chegou via email e outra em papel de mesmo valor.posso provar.nao foi feito nenhum,Respondida,2024-01-30,Neutro,normal
Quedas de luz constantes há anos!!,A minha rua (Professor Alfredo Gomes em Botafogo) sofre um problema crônico de falta de luz há anos. As quedas de luz são constant,Respondida,2024-01-30,Neutro,normal
Aumento absurdo na conta após troca de medidor,"Em novembro de 2023 foi realizada a troca dos medidores de energia pela Light, sem aviso prévio. Nós moradores apenas fomos inform",Respondida,2024-01-30,Neutro,normal
Aumento abusivo,"Recebi a fatura de jan/22 com vencimento em fev/22, com um aumento absurdo de consumo de energia. Minha média está por volta de R$",Respondida,2024-01-30,Neutro,normal
Conta paga,Em novembro não recebi a minha conta pelo e-mail. Peguei o código de barras pelo aplicativo e ao tentar pagar o valor estava difer,Respondida,2024-01-30,Neutro,normal
Troca de titularidade,Fiz a solicitação de troca de titularidade através do site de vocês. A solicitação foi negada e pediram para eu comparecer na Agên,Respondida,2024-01-30,Neutro,normal
Light vergonha nacional sem luz desde dia 25,Fui surpreendido no dia 25 do presente mês pela falta de luz na maioria dos aparelhos de minha casa por volts das 23:30. Em seguid,Respondida,2024-01-30,Negativo,falta de luz
Fio entra medidor derretendo,Estamos desde semana passada pedindo servico de vcs para trocar fio que vem da rua uma vez que o mesmo esta esquentando e ja esta,Respondida,2024-01-30,Neutro,normal
Cobramca [Editado pelo Reclame Aqui],"Bom dia ! To indignada com essa empresa , estavam cortando minha energia alegando um saldo devedor de outubro ( o mesmo estando pa",Respondida,2024-01-30,Neutro,normal
Atualização dados,"Realizei a atualização de dados pelo WhatsApp da Light ******* a um tempo atrás, para conseguir acesso ao aplicativo, mas sem suce",Respondida,2024-01-30,Neutro,normal
Quedas de energia,Moro na rua Risoleta Caetano no bairro Engenho do Porto - Duque de Caxias. Há cinco dias houve uma falta de luz pela noite que ret,Respondida,2024-01-29,Negativo,normal
Queda constante de energia elétrica,"Resido na Rua Assunção 246, Rio de Janeiro, e acho um total descalabro, sem vergonhice e desrespeito o que está acontecendo com o",Respondida,2024-01-29,Neutro,normal
"Light deixando moradores da Santa Cruz em Volta Redonda sem luz, na Avenida Major Aníbal de Oliveira Filho, onde existe um transformador com problema e a Light se nega a trocar.","Toda vez que chove ou ameaça chover, nós moradores da Avenida Major Aníbal de Oliveira Filho, Santa Cruz Volta Redonda ficamos vár",,2024-01-29,Neutro,falta de luz
Conta de luz com preço abusivo e atendente sem querer resolver o problema.,"Sou moradora ÚNICA de uma casa em sistema trifásico, situada no Rio de Janeiro Capital, trabalho fora de segunda à sexta-feira e p",Respondida,2024-01-29,Negativo,falta de luz
Meu rélogio está em curto e pode pegar fogo no quadro,Estou com meu relógio em curto desde o dia 20/01 e no dia seguinte 21/01eu entrei em contato com a light (protocolo*******) para r,Respondida,2024-01-29,Negativo,normal
Contestar valor da conta light,"Boa noite, minhas contas de luz estão vindo muito alta sendo que não tenho ar condicionado, nem aparelhos que use muita energia go",Respondida,2024-01-29,Neutro,normal
Duplicidade de pagamento,"Boa noite, Fiz o pagamento de conta referente ao mês 11/2023 duas vezes.O pagamento em duplicidade foi feito dia",Respondida,2024-01-29,Neutro,normal
Corte de luz sem comunicação prévia.,É necessária a comunicação prévia e a mesma é exigida no art 91 da Resolução 456/2000.A forma e prazo para esta comuni,Respondida,2024-01-29,Negativo,falta de luz
Cobrança [Editado pelo Reclame Aqui],"Boa noite!!!Recebi minha conta de Luz para pagamento mês Janeiro e que veio me cobrando um acordo, acordo esse que não",Respondida,2024-01-29,Neutro,normal
Faltou luz novamente,Bom hoje dia 28/01/2024 voltei aqui para fazer outra reclamação pois já não aguento mais isso . No dia 16/01 faltou luz dai fiquei,,2024-01-29,Negativo,normal
Equipamento danificado após queda de energia,"Na sexta, dia 19/01, a energia começou a ficar ruim. Os ventiladores começaram a ficar mais fracos, a geladeira ligava e desligava",Respondida,2024-01-29,Neutro,normal
Recebimento de TOI indevido,Minha identificação de consumidor: Unidade consumidora: 411344695 - Titular da Unidade consumidora é meu sogro.,Respondida,2024-01-29,Neutro,normal
Não consigo colocar demanda de emergência nos canais informados pela empresa,"Desde a ultima sexta-feira (hoje, domingo), estou tentando registrar uma demanda de emergência nos canais informados pela LIGHT, p",Respondida,2024-01-29,Neutro,normal
Não consigo mais a conta de luz para pagar,A light não me manda mais a conta de luz para que eu possa pagar pois tenho que deslocar da onde eu moro até uma agência da light,Respondida,2024-01-29,Neutro,normal
Leitura Errada do Medidor,"Neste mês, em 23/01/2034, ocorreu um equívoco na leitura do meu medidor pela funcionária da Light, que estava substituindo o habit",Respondida,2024-01-29,Neutro,normal
Falta de luz,"Estou com falta de luz desde o dia 23/1/2024 às 8:00. Já fiz várias reclamações, como não fui atendida , liguei para a ouvidoria c",,2024-01-29,Neutro,falta de luz
Troca de titularidade ABANDONADA,"Solicitei a troca de titularidade em junho de 2023 e até hoje, 28 de janeiro de 2024, a light não a efetuou. O ex locatário do meu",Respondida,2024-01-29,Neutro,normal
A história se repete,"Quase 4 meses depois de ter um problema com a Light e ter esperado mais de uma semana p ter ele resolvido, o mesmo se repete. Minh",Respondida,2024-01-29,Neutro,normal
Sem luz deis das 6 horas da manhã,"Ola me chamo Célia e gostaria de fazer uma reclamação, estou sem luz deis das 6 da manhã aqui onde eu moro ! Light vcs são uma ver",Respondida,2024-01-29,Neutro,falta de luz
"Estou negligenciado pela light, com falta de luz passando das 48h e ninguém para resolver o caso.","Estou sem luz desde SEXTA FEIRA, do qual minha residência esta sem o fornecimento e com isso, liguei diversas vezes a light com in",,2024-01-29,Neutro,falta de luz
Esperando religamento há quase 2 meses,"Estou solicitando a light que religuem minha luz, pois aluguei uma casa e estou sem luz a quase dois meses, quando fui na agência",,2024-01-29,Neutro,normal
Sem luz a dias!!,"Estamos com falha no fornecimento de energia na cidade de Miguel Pereira/RJ a 5 dias! Meu avô de 104 anos e eu somos diabéticos,",Respondida,2024-01-29,Negativo,falta de luz
Estou sem luz a 5 dias!!!!!!!!,"Estou sem luz desde quarta feira, e sem eletricidade total. Estragou minhas comidas todas, liguei inúmeras vezes e só fala e não r",Respondida,2024-01-28,Neutro,falta de luz
"CABO DE AÇO ARREBENTADO, FIOS PARTIDOS, FIOS IMENDADOS PELA LIGHT","HÁ 6 DIAS QUE A LIGHT VEIO NO LOCAL, FALARAM QUE OUTRA EQUIPE QUE VINHA , PQ ELES NAO PODIAM FAZER NADA . ESTA UM PERIGO E SITUAÇÃ",Respondida,2024-01-28,Negativo,normal
"Tinha um acordo com a light, paguei em duplicidade uma das parcelas e queria saber se a última foi quitada","Tinha um acordo com a Light, paguei a penúltima parcela em duplicidade e preciso da confirmação se a última foi abatida do crédito",Respondida,2024-01-28,Neutro,normal
Falta de luz constante,"Por diversas vezes falta luz na minha casa.Acho que é por conta de um transformador.Já queimou meu freezer,o roteador e a tv está",Respondida,2024-01-28,Neutro,falta de luz
Pagamento de divida e nao retirada de protesto em cartorio,Paguei uma dívida com à light e a mesma até hoje não retirou meu protesto de cartório mesmo depois de pago a dívida,,2024-01-28,Neutro,normal
Atendimento para autoconsumo remoto,Após ir na agência física da light para solicitar alteração para que 100% da energia fosse direcionada para uma das instalações (0,,2024-01-28,Neutro,normal
Tampa do medidor opaca impossível de realizar a leitura.,Meu consumo de energia duplicou a mais de 5 meses porém nos últimos três meses subiu absurdamente onde sinalizei a light sobre al,Respondida,2024-01-28,Neutro,normal
Cobrança abusiva,"Venho contestar a cobrança abusiva que veio na minha conta, minhas ultimas duas contas veio o valor 4 vezes maior do que vem, é im",Respondida,2024-01-28,Neutro,normal
DATA DE VENCIMENTO fixa,"Entrei com contato com a empresa citada para poder entender como é feito o processo de datas de vencimento de conta, uma vez que e",Respondida,2024-01-28,Neutro,normal
Light não liga minha energia,No dia 17 de janeiro estive numa agência da light pra fazer a transferência de luz de um imóvel pro meu nome. Assim feito. Mas pra,Respondida,2024-01-28,Negativo,normal
Cadastro de uma nova instalação,Bem venho aqui passar o que eu estou vivendo pois comprei uma casa e preciso colocar uma instalação de energia. Já fiz pela,Respondida,2024-01-28,Neutro,normal
Falta de luz em uma fase da rua,"Uma fase de energia na rua está com problema e sem energia, já foi feita várias reclamações desde de quinta feira dia 18/01/2024,",Respondida,2024-01-28,Neutro,falta de luz
Sem energia elétrica !Quero à solução.,Protocolo******* me foi pedido pelo Wladimir C.Gomes e foi mandado uma equipe constatando que tinha defeito e precisava de um car,Respondida,2024-01-28,Neutro,falta de luz
"Nome negativado, mesmo com as contas pagas a mais de 10 dias.",Aluguei o apartamento e quando devolvi o imóvel ao proprietário solicitei o cancelamento do contrato junto a Light (isso em 2022).,Respondida,2024-01-28,Neutro,normal
Falta de energia,"Hoje dia 27/01/24 as 7h da manha todo o meu prédio tem energia e só meu apartamento está sem, chamei uma pessoa para verificar e",Respondida,2024-01-28,Neutro,falta de luz
Demora para troca de medidor,Em 24/11/2023 foi solicitado aumento de carga (trocar medidor do apartamento de monofásico para trifásico) através do protocolo***,Respondida,2024-01-28,Neutro,normal
Ressarcimento,"Moro na comunidade pavão - pavãozinho, desde sempre a light nunca instalou um relógio na minha casa, mesmo realizando pedido, entã",Respondida,2024-01-28,Neutro,normal
"SEM ACORDO, SEM CANCELAMENTO ""PROTESTADO SEM NOTIFICAÇÃO"".",O IMÓVEL ESTÁ FECHADO! DEPOIS DE TER VÁRIAS COBRANÇAS [Editado pelo Reclame Aqui] SEM RESOLVEREM O MEU PROBLEMA COM TOTAL FALTA DE,Respondida,2024-01-28,Neutro,falta de luz
Não consigo pagar,"Estou com uma dívida e não consigo pagar, 49 reais e desconheço a dívida",Respondida,2024-01-28,Neutro,normal
Falta de energia em uma das fases,Minha residência está semanas sem luz em uma das fases. Ligo e abro o chamado na light e sem ninguém aparecer no local. Eles fecha,,2024-01-28,Negativo,falta de luz
Realocação de medidor não respondida,Solicitei a realocação no dia 21/01 já com o padrão solicitado preparado e me foi dado o prazo de até o dia 26/01 para comparecere,Respondida,2024-01-27,Negativo,normal
Light Deixa Cliente sem Energia e gera prejuizo,Boa noite.Desde ontem 25/01/24 por volta das 23:30 uma fase do disjuntor trifasico caiu e a energia esta oscilando e causand,,2024-01-27,Neutro,falta de luz
Oscilação de fases e quedas de energia constantes,"Minha residência tem um relógio trifásico e está com oscilações de energia elétrica, com isso, tenho sofrido quedas constantes de",Respondida,2024-01-27,Neutro,normal
Oscilação na rede.,"Abri uma reclamação na empresa e até agora ninguém veio solucionar o problema. As quedas de energia continuam, é preciso desligar",,2024-01-27,Neutro,normal
Conta de luz exorbitante de alta !,"Recebi minha conta de luz e vi o absurdo que veio de luz! 1,263,16!! 1 ar condicionado, 1 geladeira nova, 1 máquina de lavar, 1 ve",Respondida,2024-01-27,Neutro,normal
Falta de energia,"Bem no dia 18 de Janeiro 2024 começamos a ter problemas com falta de energia qu durou até o dia 22, por várias vezes nesse período",Respondida,2024-01-27,Negativo,falta de luz
Curto externo no fio que leva eletricidade ao relógio da casa.,Houve curto e princípio de incêndio no fio que leva eletricidade da minha casa.Esse incidente aconteceu na segunda-feira dia 22 de,Respondida,2024-01-27,Negativo,normal
Não comparecimento da equipe para vistoria,"Em uma última reclamação (ID*******), explicamos sobre um período desse mês de Janeiro, que o CPF responsável pela conta de luz, n",Respondida,2024-01-27,Neutro,normal
LIGHT NAO VEM RESOLVER CABO TRIFASICO ARRIADO E PARTIDO,Na quinta-feira (25/01/2024) as 06:06 da manha abrir uma chamado para light por conta de um inicio de incendio na fiação de um pos,Respondida,2024-01-27,Neutro,normal
Nova ligação,"Estou a dias tentando solicitar uma nova ligação na minha residência, na data de hoje verifiquei pelo site que foi reprovado, poré",Respondida,2024-01-27,Neutro,normal
Queda de luz constante,"Desde a madrugada do dia 25, estou sofrendo com constantes quedas de energia na minha região, já fiz reclamações na ouvidoria da e",Respondida,2024-01-27,Neutro,normal
Não consigo fazer a troca de titularidade,"Já tentei por diversas vezes realizar a troca de titularidade da conta da light para o meu novo imóvel. O site é muito ruim, cai o",Respondida,2024-01-27,Neutro,normal
Prazo Troca de titularidade e religação de energia,"Solicitei a troca de titularidade da conta e o prazo que me passaram são 3 dias úteis, só pra trocar o nome da conta e mais 1 dia",Respondida,2024-01-27,Neutro,normal
Idosa pensionista sem plano de saúde,"Minha mãe idosa de 79 anos, com vários problemas de saúde,pensionista do plano oferecido pela Light, atualmente Amil. Em dezembro",Respondida,2024-01-27,Neutro,falta de luz
URGENTE EQUIPE - RISCO DE ACIDENTE - FIOS PARTIDOS,URGENTE EQUIPE - RISCO DE ACIDENTE - FIOS PARTIDOSTerça dia 23/01/24 a tarde devido a muita chuva houve um estouro em,Respondida,2024-01-27,Neutro,normal
Solciitação de parecer de acesso nao atendido,"Foi dado entrada no parecer de acesso no dia 18/01 e até agora não foi atendida.fui informado que entraria em tratativa, mas",Respondida,2024-01-27,Negativo,normal
Orçamento de conexão nao enviado - Leila,No dia 6 de Janeiro foi recebido um protocolo******* referente ao recebimentos de todos os documentos necessarios para micro geraç,Respondida,2024-01-27,Negativo,normal
"Quedas de energia, eletrodoméstico queimado !","Boa tarde!Estamos enfrentando problemas com os frequentes cortes de energia da Light, o que tem sido bastante desafiad",Respondida,2024-01-27,Neutro,normal
Ressarcimento Danos elétricos,"Dei entrada na documentação exigida para ressarcimento de danos elétricos, e no dia 19/01/24, sexta feira as 15:50h, recebi email",Respondida,2024-01-27,Negativo,normal
"Light está cobrando taxa indevidamente, agindo de maneira duvidosa .",Quem mora na ilha do governador vem sofrendo todo esse mês de janeiro com a prestação de serviços da light . Apagões que duram dia,Respondida,2024-01-27,Neutro,normal
"SERVIÇO MAL FEITO, FIO EMENDADO DO QUADRO AO POSTE","FOI FEITO UM TRABALHO MAL FEITO, ""PORCO"", PERIGOSO; UMA EMENDA DO FIO QUE VAI DO QUADRO DE DISTRIBUIÇÃO AO POSTE DA LIGH",Respondida,2024-01-27,Neutro,normal
Falta de energia,"Ontem dia 25/01 teve alguns picos de luz, ao chegar do trabalho me deparei com a geladeira queimada. Moro com meu avô de idade e",Respondida,2024-01-27,Neutro,falta de luz
Comércio com mas de 15 dias sem fase 220v,"Boa tarde , estou a quase 20 dias sem a fase 220v no meu comércio. Já fiz a solicitação mais de 15 vezes tenho vários protocolo",Respondida,2024-01-27,Negativo,falta de luz
Descaso total com o cliente,Estou sem luz há quase 3 dias. A primeira reclamação foi no dia 23/01/24 por volta das 14:30 quando ficamos sem luz. Desde então f,,2024-01-27,Negativo,normal
Negociação,"Boa tarde, mais uma vez essa empresa vem me dando dor de cabeça. Não consigo realizar a negociação pelos canais oficiais e com iss",,2024-01-27,Neutro,normal
FALTA DE LUZ HÁ 6 DIAS,"Estou tentando entrar em contato com a empresa para solicitar reparo, mas os funcionários ao saber do motivo encerram a chamada, q",Respondida,2024-01-27,Neutro,falta de luz
Light enviando para Serasa nomes de clientes adimplentes,"Minha conta da Light está em débito automático há 12 anos. Conta de janeiro venceu no dia 4 de janeiro. Segundo o Banco Itaú, a Li",Respondida,2024-01-27,Negativo,normal
Light me cadastrou indevidamente no Serasa!,À Equipe Light!Minhas contas de luz estão cadastradas há anos em débito automático.Fui supreendida com car,Respondida,2024-01-27,Neutro,normal
Falta de luz,"Dia 20 desse mês de Janeiro, pegoufogo no poste e fiquei sem luz. Acontece que liguei várias vezes. Mandaram 3 equipes que não po",,2024-01-27,Negativo,falta de luz
"Apesar da minha conta da Light ser débito automático, recebi carta do Serasa, pois a Light mandou meu nome pra eles. Como pode ????","Minha conta de energia elétrica da Light, é em débito automático e não entendi o porque a Light mandou o meu nome para o Serasa, r",Respondida,2024-01-27,Neutro,normal
Pedido de alteração de carga desde 13/11/2023,"Desde 13/11/2023 eu venho fazendo diversas solicitações para atender o pedido de alteração de carga, desde troca de titularidade,",Respondida,2024-01-27,Neutro,normal
Rede elétrica envolvida em árvore,"Bom dia então, estamos constantemente ficando sem energia elétrica devido enfrente a minha residência ter uma árvore que está env",Respondida,2024-01-27,Neutro,normal
VENTILADOR DE TETO DANIFICADO COM A FALTA DE LUZ,"Prezado, bom dia!Devido a falta de energia nos dias 17/01/2024 até o dia 20/01/2024 ( SEM UMA FASE NO CONDOMÍNIO TUDO",Respondida,2024-01-27,Negativo,falta de luz
CORTE INTERMITENTE DE ENERGIA,Como já relatei anteriormente os cortes/retorno de energia continuam acontecendo.Só como exemplo dia 24/01/34 exatamente às,,2024-01-27,Neutro,normal
Créditos de energia gerados pelo sistema de microgeração não foi abatido na conta de mesmo CPF já cadastrada para usar os créditos.,Estou usando essa plataforma pois o fale conosco da lightestá com erro 404. Solicito a contestação da conta de JAN/24 cód. Instala,Respondida,2024-01-27,Neutro,normal
leitura de relógio que está todo escuro no leitor,"Gostaria de saber como a light está me cobrando R$ 759,01 de conta de energia baseada em que leitura tendo em vista que já abri ch",Respondida,2024-01-27,Neutro,normal
Queda de energia recorrente e falta de transparência da empresa,"Moro na Tijuca e de dezembro para cá frequentemente temos ficado sem energia no prédio. Na última segunda-feira (22/01), tiv",Respondida,2024-01-27,Negativo,falta de luz
falta de energia,"Moro Na Praia do Cardo em Sepetiba no final da rua, Rio de Janeiro, RJ. E quero reclamar novamente pelas constantes faltas de ener",Respondida,2024-01-27,Negativo,falta de luz
Comprovante de pagamento - não cortem minha luz,Bom diaAcabei de realizar o pagamento de uma conta em atraso pelo cartão de crédito mas ainda não compensouSegue compr,Respondida,2024-01-27,Neutro,normal
